,Unnamed: 0,routeCode,From,To,direction,startTime,duration,endTime
2109,2109,161,Vimannagar,WarjeMalwadi,1,9:0,160,11:39
2110,2110,161,Vimannagar,WarjeMalwadi,1,18:0,160,20:40
2111,2111,115P,PuneStation,HinjewadiMaanPhase3,0,9:0,90,10:30
2112,2112,115P,HinjewadiMaanPhase3,PuneStation,1,9:0,105,10:45
2113,2113,166,PuneStation,Vimannagar,0,18:0,30,18:30
2114,2114,166,Vimannagar,PuneStation,1,18:0,50,18:49
2115,2115,149A,Shewalwadi,BhaktiShakti,0,18:0,120,20:0
2116,2116,149A,BhaktiShakti,Shewalwadi,1,18:0,120,20:0
2117,2117,213,Katraj,Vimannagar,0,9:0,65,10:5
2118,2118,213,Katraj,Vimannagar,0,18:0,65,19:4
2119,2119,213,Vimannagar,Katraj,1,9:0,70,10:9
2120,2120,213,Vimannagar,Katraj,1,18:0,70,19:10
2121,2121,298,Katraj,Chinchwadgaon,0,9:0,90,10:30
2122,2122,298,Katraj,Chinchwadgaon,0,18:0,90,19:30
2123,2123,298,Chinchwadgaon,Katraj,1,9:0,105,10:45
2124,2124,298,Chinchwadgaon,Katraj,1,18:0,105,19:45
2125,2125,298A,Katraj,chintamanichowk,0,18:0,110,19:49
2126,2126,298A,chintamanichowk,Katraj,1,18:0,125,20:4
2127,2127,236,MaNaPa,Khulewadi,0,18:0,50,18:49
2128,2128,236,Khulewadi,MaNaPa,1,18:0,50,18:49
2129,2129,VJR4,KothrudDepot,Vishrantwadi,0,9:0,50,9:50
2130,2130,VJR4,KothrudDepot,Vishrantwadi,0,18:0,50,18:49
2131,2131,VJR4,Vishrantwadi,KothrudDepot,1,9:0,90,10:30
2132,2132,VJR4,Vishrantwadi,KothrudDepot,1,18:0,90,19:30
2133,2133,VJR2,WarjeMalwadi,KesnandPhata,0,18:0,100,19:40
2134,2134,VJR2,WarjeMalwadi,KesnandPhata,1,18:0,120,20:0
2135,2135,333,PuneStation,HinjewadiMaanPhase3,0,18:0,65,19:4
2136,2136,333,HinjewadiMaanPhase3,PuneStation,1,18:0,80,19:19
2137,2137,VJR5,MaNaPa,MukaiChowk,0,9:0,70,10:9
2138,2138,VJR5,MaNaPa,MukaiChowk,0,18:0,70,19:10
2139,2139,VJR5,MukaiChowk,MaNaPa,1,9:0,70,10:9
2140,2140,VJR5,MukaiChowk,MaNaPa,1,18:0,70,19:10
2141,2141,337A,Swargate,DhayariMarutiMandir,0,9:0,810,22:30
2142,2142,337A,Swargate,DhayariMarutiMandir,0,18:0,810,31:30
2143,2143,337A,BhaktiShakti,Swargate,1,9:0,90,10:30
2144,2144,337A,BhaktiShakti,Swargate,1,18:0,90,19:30
2145,2145,318,PuneStation,Krushnanagar,0,18:0,75,19:15
2146,2146,318,Krishanagar,PuneStation,1,18:0,85,19:25
2147,2147,324,Bhosari,HinjewadiMaanPhase3,0,9:0,75,10:15
2148,2148,324,Bhosari,HinjewadiMaanPhase3,0,18:0,75,19:15
2149,2149,324,HinjewadiMaanPhase3,Bhosari,1,9:0,75,10:15
2150,2150,324,HinjewadiMaanPhase3,Bhosari,1,18:0,75,19:15
2151,2151,VJR6,Bhosari,HinjewadiMaanPhase3,0,18:0,75,19:15
2152,2152,VJR6,HinjewadiMaanPhase3,Bhosari,1,18:0,75,19:15
2153,2153,332A,MaNaPa,PimpleSaudagar,0,18:0,60,19:0
2154,2154,332A,PimpleSaudagar,MaNaPa,1,18:0,65,19:4
2155,2155,336,KesnandPhata,BhaktiShakti,0,18:0,105,19:45
2156,2156,336,BhaktiShakti,KesnandPhata,1,18:0,95,19:34
2157,2157,204,Bhekrainagar,Chinchwadgaon,0,18:0,120,20:0
2158,2158,204,Chinchwadgaon,Bhekrainagar,1,18:0,115,19:55
2159,2159,276,WarjeMalwadi,Chinchwadgaon,0,18:0,70,19:10
2160,2160,276,Chinchwadgaon,WarjeMalwadi,1,18:0,85,19:25
2161,2161,14A,Swargate,KesnandPhata,0,18:0,60,19:0
2162,2162,14A,KesnandPhata,Swargate,1,18:0,60,19:0
2163,2163,103D,Katraj,MITCollage,0,18:0,60,19:0
2164,2164,103D,MITCollage,Katraj,1,18:0,60,19:0
2165,2165,87F,DeccanGymkhana,MhalungePhataBalewadi,0,9:0,50,9:50
2166,2166,87F,MhalungePhataBalewadi,DeccanGymkhana,1,9:0,50,9:50
2167,2167,12-NGT,Swargate,BhaktiShakti,0,18:0,60,19:0
2168,2168,12-NGT,BhaktiShakti,Swargate,1,18:0,60,19:0
2169,2169,348-NGT,PuneStation,BhaktiShakti,0,18:0,60,19:0
2170,2170,348-NGT,BhaktiShakti,PuneStation,1,18:0,60,19:0
2171,2171,174-NGT,PuneStation,Kondhwagate,0,9:0,70,10:9
2172,2172,174-NGT,Kondhwagate,PuneStation,1,9:0,70,10:9
2173,2173,117-NGT,Swargate,Dhayarigaon,0,18:0,40,18:40
2174,2174,117-NGT,Dhayarigaon,Swargate,1,18:0,40,18:40
2175,2175,158B,MaNaPa,AjinkaDYVidyapeeth,0,18:0,60,19:0
2176,2176,158B,AjinkaDYVidyapeeth,MaNaPa,1,18:0,60,19:0
2177,2177,253,UpperDepot,Vidyanagar,0,9:0,60,10:0
2178,2178,253,UpperDepot,Vidyanagar,0,18:0,60,19:0
2179,2179,139S,SalunkeVihar,BhaktiShakti,0,9:0,60,10:0
2180,2180,139S,SalunkeVihar,BhaktiShakti,0,18:0,60,19:0
2181,2181,139S,BhaktiShakti,SalunkeVihar,1,9:0,60,10:0
2182,2182,139S,BhaktiShakti,SalunkeVihar,1,18:0,60,19:0
